Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003     |
|    loss                 | 1.8        |
|    n_updates            | 6530       |
|    policy_gradient_loss | -0.00822   |
|    std                  | 0.292      |
|    value_loss           | 6.52       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 915         |
|    ep_rew_mean          | 214         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 655         |
|    time_elapsed         | 2632        |
|    total_timesteps      | 1341440     |
| train/                  |             |
|    approx_kl            | 0.032016464 |
|    clip_fraction        | 0.345       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.736      |
|    explained_variance   | 0.295       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.25        |
|    n_updates            | 6540        |
|    policy_gradient_loss | -0.0119     |
|    std                  | 0.294       |
|    value_loss           | 5.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 916         |
|    ep_rew_mean          | 214         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 656         |
|    time_elapsed         | 2635        |
|    total_timesteps      | 1343488     |
| train/                  |             |
|    approx_kl            | 0.028528584 |
|    clip_fraction        | 0.319       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.745      |
|    explained_variance   | 0.377       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.72        |
|    n_updates            | 6550        |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.293       |
|    value_loss           | 4.96        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 912        |
|    ep_rew_mean          | 212        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 657        |
|    time_elapsed         | 2639       |
|    total_timesteps      | 1345536    |
| train/                  |            |
|    approx_kl            | 0.03114971 |
|    clip_fraction        | 0.27       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.733     |
|    explained_variance   | 0.62       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.942      |
|    n_updates            | 6560       |
|    policy_gradient_loss | -0.0107    |
|    std                  | 0.293      |
|    value_loss           | 6.23       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 912        |
|    ep_rew_mean          | 214        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 658        |
|    time_elapsed         | 2643       |
|    total_timesteps      | 1347584    |
| train/                  |            |
|    approx_kl            | 0.03403353 |
|    clip_fraction        | 0.298      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.733     |
|    explained_variance   | 0.924      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.59       |
|    n_updates            | 6570       |
|    policy_gradient_loss | -0.00548   |
|    std                  | 0.294      |
